,grid_demand_kwh
6324,4.495333925
6325,2.821720134
6326,3.096003468
6327,3.236786064
6328,5.565767112
6329,4.257459884
6330,5.62038105
6331,6.234484443
6332,5.263569988
6333,5.239297126
6334,4.890981566
6335,4.24410981
6336,3.473446462
6337,3.011048453
6338,1.907846904
6339,1.896924116
6340,1.796191741
6341,1.744005089
6342,2.023142995
6343,2.894538718
6344,3.17610391
6345,3.6943295
6346,5.374011507
6347,4.705294176
6348,4.053567849
6349,5.199246905
6350,5.448043734
6351,3.968612834
6352,3.189453984
6353,4.432224486
6354,5.389788867
6355,9.857209002
6356,7.699351626
6357,6.608286508
6358,5.22109248
6359,3.387277804
6360,2.829001993
6361,1.957606269
6362,1.859301181
6363,1.727014086
6364,1.763423378
6365,1.838669249
6366,3.957690046
6367,4.471061064
6368,3.762293512
6369,3.72588422
6370,3.08508068
6371,4.427369914
6372,3.059594176
6373,4.178573085
6374,4.558443365
6375,3.532914972
6376,3.662774781
6377,4.342414899
6378,7.997907821
6379,6.617995652
6380,6.768487393
6381,4.088763498
6382,3.655492922
6383,2.352040267
6384,2.086252435
6385,1.928478836
6386,1.828960104
6387,1.811969101
6388,1.796191741
6389,2.008579278
6390,3.469805533
6391,3.245281565
6392,3.066876034
6393,2.984348305
6394,2.665160178
6395,2.729483261
6396,3.259845282
6397,3.077798822
6398,3.08508068
6399,2.913957007
6400,3.029253099
6401,4.298723748
6402,8.005189679
6403,8.794057674
6404,6.42745369
6405,6.025737835
6406,6.092488204
6407,3.964971905
6408,3.237999707
6409,3.074157892
6410,3.205231344
6411,2.264657966
6412,2.023142995
6413,2.929734367
6414,4.662816669
6415,2.895752361
6416,3.913998896
6417,3.554760547
6418,2.734337833
6419,2.247666963
6420,2.898179647
6421,2.210044028
6422,2.969784588
6423,2.945511727
6424,2.688219397
6425,2.883615931
6426,10.51136262
6427,10.42155303
6428,8.664197866
6429,7.571919104
6430,6.012387761
6431,3.656706565
6432,2.883615931
6433,2.09232065
6434,2.000083777
6435,1.990374632
6436,1.945469839
6437,1.866583039
6438,3.555974191
6439,3.882444176
6440,4.33513304
6441,4.661603026
6442,4.490479353
6443,3.997740267
6444,4.54873422
6445,3.606947199
6446,3.620297273
6447,2.265871609
6448,2.168780163
6449,2.992843807
6450,6.377694325
6451,8.633856789
6452,8.366855314
6453,6.529399708
6454,6.50634049
6455,5.676208631
6456,2.677296609
6457,2.432140709
6458,1.984306417
6459,2.003724706
6460,1.889642258
6461,1.909060547
6462,3.183385768
6463,4.759908114
6464,5.407993513
6465,4.431010843
6466,5.34731136
6467,5.312115711
6468,3.216154131
6469,3.157899264
6470,4.00259484
6471,2.938229869
6472,2.379954057
6473,3.327809294
6474,5.900732599
6475,9.913036583
6476,6.175015932
6477,4.058422421
6478,4.110609073
6479,3.071730606
6480,3.224649633
6481,2.807156417
6482,1.998870134
6483,2.012220207
6484,2.072902361
6485,1.911487833
6486,2.379954057
6487,3.877589604
6488,5.426198159
6489,6.268466448
6490,7.821929576
6491,6.230843513
6492,4.789035548
6493,4.983218439
6494,4.586357156
6495,3.23921335
6496,3.088721609
6497,3.190667627
6498,6.06336077
6499,4.079054353
6500,3.912785253
6501,3.31445922
6502,4.043858704
6503,3.525633114
6504,3.433396241
6505,3.90793068
6506,2.714919544
6507,1.923624263
6508,2.030424853
6509,1.913915119
6510,2.064406859
6511,2.086252435
6512,3.564469692
6513,4.393387908
6514,7.448127511
6515,6.681105092
6516,10.17032891
6517,8.897217335
6518,9.099895727
6519,9.442143072
6520,10.89244654
6521,14.95815082
6522,13.30274167
6523,14.15350546
6524,10.76501402
6525,10.12056955
6526,5.597321832
6527,4.336346684
6528,2.907888792
6529,2.041347641
6530,1.895710473
6531,1.869010325
6532,1.892069544
6533,2.008579278
6534,4.786608262
6535,4.563297937
6536,3.057166889
6537,3.083867037
6538,3.977108335
6539,3.626365488
6540,3.656706565
6541,2.825361063
6542,4.840008557
6543,4.701653247
6544,5.418916301
6545,5.836409516
6546,10.19096085
6547,9.254028397
6548,8.391128175
6549,6.846160549
6550,6.925047348
6551,5.512366817
6552,2.387235916
6553,2.128729942
6554,1.945469839
6555,2.094747936
6556,1.906633261
6557,1.929692479
6558,3.661561137
6559,4.725926108
6560,4.481983852
6561,4.935886359
6562,4.187068586
6563,3.194308556
6564,3.140908261
6565,3.172462981
6566,2.814438276
6567,3.554760547
6568,3.517137612
6569,3.204017701
6570,7.300063057
6571,8.41661468
6572,6.460222053
6573,7.686001552
6574,4.954091005
6575,3.858171315
6576,2.80837006
6577,2.257376107
6578,1.957606269
6579,1.793764455
6580,1.901778688
6581,2.477045503
6582,2.67365568
6583,6.387403469
6584,6.228416227
6585,3.299895503
6586,2.284076255
6587,2.970998232
6588,3.353295798
6589,3.958903689
6590,4.312073822
6591,2.572923305
6592,4.296296462
6593,4.631261949
6594,8.067085476
6595,7.889893588
6596,9.364469916
6597,6.698096095
6598,5.94078282
6599,5.013559516
6600,2.570496019
6601,1.973383629
6602,1.881146756
6603,1.83138739
6604,1.825319175
6605,2.081397862
6606,4.30721925
6607,3.333877509
6608,5.537853321
6609,5.874032451
6610,4.389746979
6611,3.680979427
6612,5.405566227
6613,5.803641153
6614,4.665243955
6615,2.676082966
6616,3.278049928
6617,3.961330975
6618,8.442101184
6619,7.972421317
6620,6.468717555
6621,6.741787245
6622,5.388575224
6623,6.165306788
6624,4.767189973
6625,2.012220207
6626,1.768277951
6627,1.884787685
6628,1.825319175
6629,1.836241963
6630,3.31445922
6631,4.042645061
6632,2.424858851
6633,2.655451034
6634,3.80113009
6635,2.632391815
6636,2.983134662
6637,3.815693807
6638,2.94672537
6639,2.423645208
6640,2.259803393
6641,2.708851329
6642,4.070558852
6643,4.435865415
6644,7.215108042
6645,5.975978469
6646,5.126428321
6647,4.292655533
6648,4.546306934
6649,3.259845282
6650,2.094747936
6651,2.053484072
6652,2.140866373
6653,2.035279426
6654,2.253735178
6655,2.359322125
6656,3.410337022
6657,4.715003321
6658,4.189495872
6659,5.182255902
6660,6.948106567
6661,5.914082672
6662,4.498974855
6663,4.384892406
6664,3.884871462
6665,6.665327732
6666,10.35358902
6667,12.50173725
6668,8.264909296
6669,6.064574413
6670,4.980791153
6671,3.966185548
6672,3.219795061
6673,2.639673674
6674,2.037706712
6675,2.002511063
6676,2.020715709
6677,1.957606269
6678,2.109311653
6679,2.184557523
6680,2.128729942
6681,5.603390047
6682,7.439632009
6683,6.034233336
6684,6.449299266
6685,6.181084148
6686,6.809751257
6687,7.43599108
6688,9.795313205
6689,9.120527659
6690,13.80033533
6691,11.75777405
6692,10.17518349
6693,11.06842478
6694,8.483365048
6695,6.172588646
6696,2.498891078
6697,2.01707478
6698,1.979451845
6699,1.888428614
6700,1.930906122
6701,1.898137759
6702,3.441891742
6703,3.150617406
6704,2.233103246
6705,2.57899152
6706,3.163967479
6707,3.54383776
6708,3.888512391
6709,3.242854279
6710,2.977066447
6711,3.369073158
6712,3.489223822
6713,2.900606934
6714,7.733333632
6715,8.477296833
6716,8.00154875
6717,6.484494915
6718,5.188324118
6719,3.264699854
6720,2.30592183
6721,1.930906122
6722,1.876292184
6723,1.820464603
6724,1.751286948
6725,1.722159514
6726,3.110567184
6727,3.989244766
6728,5.477171168
6729,3.689474928
6730,5.517221389
6731,4.685875887
6732,4.812094766
6733,3.471019176
6734,4.023226772
6735,3.302322789
6736,3.265913497
6737,4.606989088
6738,6.784264753
6739,10.8912329
6740,11.12910694
6741,8.35350524
6742,6.240552658
6743,2.91881158
6744,3.474660105
6745,3.347227583
6746,1.848378393
6747,1.828960104
6748,1.858087538
6749,2.367817627
6750,2.629964529
6751,4.676166743
6752,4.312073822
6753,3.188240341
6754,5.195605976
6755,5.335174929
6756,3.268340783
6757,5.685917776
6758,2.850847568
6759,3.222222347
6760,3.705252288
6761,5.062105238
6762,7.141075815
6763,11.19707095
6764,8.175099709
6765,6.524545136
6766,6.334003174
6767,4.694371389
6768,2.484327361
6769,2.077756933
6770,1.9697427
6771,1.91027419
6772,1.858087538
6773,1.84716475
6774,2.858129426
6775,3.972253763
6776,3.015903025
6777,3.00983481
6778,3.302322789
6779,3.4491736
6780,3.689474928
6781,3.990458409
6782,3.274408999
6783,4.089977141
6784,5.043900592
6785,3.399414235
6786,6.179870504
6787,7.541578027
6788,8.624147644
6789,5.526930534
6790,8.683616155
6791,4.58028894
6792,2.719774116
6793,2.710064972
6794,2.605691668
6795,2.119020797
6796,2.081397862
6797,1.981879131
6798,2.540154942
6799,3.807198306
6800,2.841138423
6801,3.836325739
6802,4.99535487
6803,4.471061064
6804,5.592467259
6805,4.053567849
6806,5.017200445
6807,3.264699854
6808,3.336304795
6809,2.875120429
6810,6.083992702
6811,8.00154875
6812,6.925047348
6813,5.389788867
6814,5.213810622
6815,4.319355681
6816,3.5280604
6817,3.859384958
6818,2.898179647
6819,2.126302656
6820,1.858087538
6821,1.77191888
6822,2.145720945
6823,4.854572274
6824,4.545093291
6825,6.689600593
6826,7.506382378
6827,5.937141891
6828,4.458924633
6829,6.579159074
6830,4.273237244
6831,2.791379057
6832,4.114250002
6833,4.530529574
6834,6.357062392
6835,8.279473013
6836,6.607072865
6837,4.917681713
6838,4.360619545
6839,4.648252952
6840,3.553546904
6841,2.670014751
6842,2.404226919
6843,1.792550812
6844,1.86294211
6845,2.361749411
6846,2.869052214
6847,2.898179647
6848,2.81201099
6849,3.333877509
6850,2.724628689
6851,3.57539248
6852,4.62762102
6853,5.980833041
6854,6.019669619
6855,3.844821241
6856,3.349654869
6857,5.644653911
6858,10.97254698
6859,12.81242987
6860,12.4495506
6861,9.195773529
6862,6.900774487
6863,3.667629353
6864,3.842393955
6865,2.201548526
6866,1.718518585
6867,1.713664013
6868,1.762209735
6869,1.765850665
6870,3.809625592
6871,4.867922347
6872,2.422431565
6873,2.856915783
6874,2.898179647
6875,3.674911211
6876,2.825361063
6877,2.413936063
6878,2.189412095
6879,2.57899152
6880,2.098388865
6881,3.831471167
6882,7.779452069
6883,9.40573378
6884,10.18610627
6885,8.453023972
6886,7.607114753
6887,5.728395283
6888,3.763507155
6889,2.075329647
6890,1.837455606
6891,1.872651255
6892,1.801046314
6893,1.804687243
6894,3.064448748
6895,6.221134369
6896,5.886168882
6897,5.642226625
6898,5.792718366
6899,5.997824044
6900,7.577987319
6901,4.386106049
6902,3.299895503
6903,2.518309367
6904,3.108139898
6905,4.397028837
6906,7.374095284
6907,10.88152375
6908,8.659343293
6909,5.935928248
6910,5.397070725
6911,4.187068586
6912,2.398158703
6913,1.964888128
6914,1.911487833
6915,1.884787685
6916,2.316844618
6917,2.450345355
6918,3.435823527
6919,5.043900592
6920,5.655576699
6921,3.597238055
6922,4.154300223
6923,5.509939531
6924,4.433438129
6925,4.245323453
6926,3.097217111
6927,3.081439751
6928,2.200334883
6929,3.307177361
6930,7.766101995
6931,8.692111656
6932,9.677589828
6933,8.09257198
6934,6.105838277
6935,4.790249191
6936,3.45281453
6937,1.859301181
6938,1.792550812
6939,1.807114529
6940,1.838669249
6941,2.117807154
6942,2.757397051
6943,4.768403616
6944,3.714961432
6945,3.200376771
6946,2.23067596
6947,2.723415046
6948,3.119062686
6949,3.996526624
6950,2.110525296
6951,1.9697427
6952,2.235530532
6953,3.088721609
6954,5.56091254
6955,10.29776144
6956,8.939694842
6957,7.417786434
6958,6.900774487
6959,3.625151845
6960,3.23921335
6961,2.344758408
6962,1.824105532
6963,1.855660252
6964,1.81925096
6965,1.725800443
6966,3.696756786
6967,5.324252141
6968,3.563256049
6969,5.195605976
6970,6.774555608
6971,5.866750593
6972,6.134965711
6973,3.193094913
6974,2.171207449
6975,2.463695429
6976,2.303494544
6977,4.949236433
6978,6.023310549
6979,9.08533201
6980,8.684829798
6981,5.330320357
6982,4.418874412
6983,3.150617406
6984,2.027997567
6985,3.329022937
6986,2.030424853
6987,1.892069544
6988,1.87871947
6989,1.901778688
6990,1.947897125
6991,3.129985473
6992,3.450387244
6993,4.772044545
6994,3.849675813
6995,4.41401984
6996,5.952919251
6997,3.000125665
6998,5.405566227
6999,4.772044545
7000,8.474869547
7001,8.241850078
7002,7.286712983
7003,9.256455683
7004,8.791630388
7005,6.775769251
7006,5.090019029
7007,4.327851182
7008,4.269596315
7009,3.560828763
7010,2.469763644
7011,1.837455606
7012,1.877505827
7013,2.375099485
7014,2.866624928
7015,2.627537243
7016,4.704080533
7017,4.411592554
7018,4.471061064
7019,5.387361581
7020,6.834024118
7021,7.466332157
7022,7.235739974
7023,6.821887688
7024,6.655618587
7025,11.54538651
7026,10.93735133
7027,9.621762247
7028,9.261310255
7029,7.965139458
7030,6.194434221
7031,3.721029648
7032,2.679723895
7033,3.614229058
7034,1.919983334
7035,1.814396387
7036,3.622724559
7037,3.721029648
7038,4.79753105
7039,4.210127804
7040,3.315672863
7041,3.798702804
7042,2.956434515
7043,2.826574706
7044,3.956476403
7045,3.981962908
7046,4.438292701
7047,5.018414088
7048,4.764762687
7049,3.332663866
7050,8.277045727
7051,7.181126036
7052,6.409249044
7053,6.124042923
7054,4.795103763
7055,2.801088202
7056,2.257376107
7057,2.267085252
7058,2.114166225
7059,1.975810915
7060,1.913915119
7061,2.098388865
7062,3.86423953
7063,4.926177215
7064,6.894706272
7065,6.818246758
7066,4.745344398
7067,5.301192923
7068,4.673739457
7069,4.331492111
7070,3.086294323
7071,2.754969765
7072,3.028039456
7073,3.838753025
7074,7.517305166
7075,9.199414459
7076,8.243063721
7077,7.287926626
7078,6.121615637
7079,5.457752879
7080,2.570496019
7081,2.058338644
7082,1.994015561
7083,2.00129742
7084,2.00129742
7085,2.512241152
7086,2.761037981
7087,5.858255091
7088,5.655576699
7089,6.301234811
7090,4.767189973
7091,3.461310031
7092,3.454028173
7093,3.472232819
7094,2.540154942
7095,2.980707376
7096,3.423687096
7097,4.315714751
7098,7.983344104
7099,9.727349193
7100,11.12667965
7101,9.550157305
7102,5.196819619
7103,4.30721925
7104,3.872735031
7105,3.290186359
7106,2.254948821
7107,2.082611505
7108,2.035279426
7109,2.034065783
7110,2.770747125
7111,3.750157081
7112,3.222222347
7113,4.594852657
7114,2.537727656
7115,2.44427714
7116,2.881188644
7117,4.333919397
7118,3.4491736
7119,3.252563423
7120,3.45281453
7121,4.591211728
7122,7.751538278
7123,10.21159278
7124,8.593806568
7125,8.818330535
7126,5.583971758
7127,5.051182451
7128,3.474660105
7129,3.083867037
7130,2.120234441
7131,2.069261432
7132,2.111738939
7133,1.981879131
7134,3.975894692
7135,4.431010843
7136,3.861812244
7137,3.638501919
7138,4.670098527
7139,5.944423749
7140,3.23921335
7141,2.956434515
7142,3.821762022
7143,3.163967479
7144,2.907888792
7145,2.96250273
7146,8.449383042
7147,10.663068
7148,6.967524856
7149,7.676292408
7150,5.111864604
7151,4.444360917
7152,2.599623453
7153,2.342331122
7154,2.247666963
7155,2.006151992
7156,1.875078541
7157,2.257376107
7158,2.893325075
7159,4.293869176
7160,7.417786434
7161,8.678761582
7162,6.918979133
7163,3.627579132
7164,5.678635917
7165,6.456581124
7166,6.711446168
7167,4.450429132
7168,4.302364678
7169,3.007407524
7170,4.264741742
7171,6.785478396
7172,5.238083483
7173,6.10705192
7174,4.151872937
7175,4.070558852
7176,3.554760547
7177,3.456455459
7178,2.81201099
7179,1.754927877
7180,1.705168511
7181,2.089893364
7182,2.524377582
7183,5.598535475
7184,5.154342112
7185,4.78175369
7186,5.166478542
7187,5.728395283
7188,7.349822422
7189,5.883741596
7190,7.212680756
7191,11.26988953
7192,8.854739827
7193,11.74321033
7194,15.6450728
7195,14.57828054
7196,8.590165638
7197,8.468801332
7198,3.922494397
7199,4.887340637
7200,2.477045503
7201,2.189412095
7202,1.879933113
7203,1.841096535
7204,1.86294211
7205,1.89449683
7206,3.696756786
7207,3.246495208
7208,2.763465267
7209,4.063276993
7210,3.451600887
7211,5.143419324
7212,5.860682377
7213,6.279389236
7214,4.575434368
7215,3.630006418
7216,4.363046831
7217,3.733166078
7218,8.201799856
7219,10.7759368
7220,8.485792334
7221,6.759991891
7222,4.246537096
7223,3.661561137
7224,3.271981712
7225,2.50374565
7226,1.804687243
7227,1.901778688
7228,1.884787685
7229,1.928478836
7230,2.841138423
7231,4.729567038
7232,4.028081344
7233,2.833856565
7234,2.411508777
7235,2.57899152
7236,5.077882598
7237,6.296380239
7238,4.955304648
7239,4.318142037
7240,3.313245577
7241,5.11793282
7242,7.218748971
7243,9.510107084
7244,7.738188204
7245,6.418958189
7246,7.601046538
7247,4.631261949
7248,2.201548526
7249,2.194266668
7250,2.184557523
7251,1.907846904
7252,1.855660252
7253,2.433354352
7254,2.849633925
7255,4.270809958
7256,4.824231197
7257,4.854572274
7258,3.483155606
7259,5.303620209
7260,3.985603837
7261,4.053567849
7262,2.173634736
7263,2.069261432
7264,2.350826624
7265,3.963758261
7266,8.801339532
7267,7.298849414
7268,8.167817851
7269,8.740657379
7270,7.625319399
7271,5.638585696
7272,4.120318217
7273,2.662732892
7274,1.845951107
7275,1.936974337
7276,2.088679721
7277,1.798619027
7278,2.790165414
7279,3.34601394
7280,2.731910547
7281,3.861812244
7282,2.506172936
7283,2.483113718
7284,2.549864087
7285,2.473404573
7286,5.204101477
7287,3.554760547
7288,4.102113571
7289,5.75509543
7290,8.849885255
7291,15.04310583
7292,10.87302825
7293,8.046453544
7294,6.713873455
7295,5.468675666
7296,3.745302509
7297,2.157857376
7298,1.861728467
7299,1.839882892
7300,1.78769624
7301,1.888428614
7302,3.213726845
7303,3.683406713
7304,5.875246094
7305,4.202845946
7306,2.541368585
7307,4.38246512
7308,4.417660769
7309,3.481941963
7310,2.574136948
7311,4.639757451
7312,3.356936727
7313,4.488052067
7314,5.080309884
7315,5.610671905
7316,5.54513518
7317,4.911613498
7318,9.889977365
7319,4.768403616
7320,3.795061875
7321,2.810797346
7322,2.285289898
7323,1.911487833
7324,1.960033556
7325,2.332621978
7326,2.267085252
7327,4.944381861
7328,3.824189309
7329,6.096129133
7330,4.298723748
7331,4.905545283
7332,4.994141227
7333,4.117890931
7334,6.116761065
7335,4.32299661
7336,5.019627731
7337,8.279473013
7338,7.075539089
7339,9.426365713
7340,9.711571834
7341,7.825570505
7342,9.446997645
7343,4.8412222
7344,3.548692332
7345,3.338732081
7346,2.512241152
7347,1.960033556
7348,1.84716475
7349,1.836241963
7350,1.882360399
7351,2.549864087
7352,4.315714751
7353,4.581502583
7354,7.448127511
7355,9.158150594
7356,10.69219543
7357,6.160452215
7358,6.349780534
7359,7.804938573
7360,6.097342776
7361,8.581670137
7362,10.29654779
7363,7.075539089
7364,8.777066671
7365,7.448127511
7366,5.534212392
7367,4.389746979
7368,4.588784442
7369,3.660347494
7370,1.849592036
7371,1.807114529
7372,1.856873895
7373,2.003724706
7374,3.038962243
7375,3.370286801
7376,2.006151992
7377,3.356936727
7378,2.276794396
7379,3.48072832
7380,3.426114382
7381,2.793806344
7382,2.703996756
7383,4.037790489
7384,3.10085804
7385,5.148273896
7386,5.983260327
7387,6.30487574
7388,6.011174118
7389,4.693157746
7390,4.114250002
7391,2.989202878
7392,3.312031934
7393,2.200334883
7394,1.793764455
7395,1.923624263
7396,1.888428614
7397,1.796191741
7398,2.569282376
7399,2.753756122
7400,3.286545429
7401,2.530445798
7402,2.335049264
7403,3.949194545
7404,2.892111432
7405,3.304750075
7406,4.65917574
7407,3.616656344
7408,3.360577656
7409,4.880058778
7410,6.817033115
7411,6.615568366
7412,6.909269989
7413,5.229587982
7414,4.248964383
7415,5.14584661
7416,2.217325886
7417,1.86294211
7418,1.825319175
7419,1.810755458
7420,1.794978098
7421,1.848378393
7422,2.201548526
7423,3.00983481
7424,3.197949485
7425,3.554760547
7426,2.168780163
7427,2.706424043
7428,2.916384293
7429,3.102071683
7430,2.858129426
7431,2.933375296
7432,2.526804868
7433,2.281648969
7434,3.770789014
7435,6.361916965
7436,4.542666005
7437,4.325423896
7438,6.348566891
7439,5.144632967
7440,3.030466742
7441,1.907846904
7442,2.422431565
7443,2.55107773
7444,1.921196977
7445,1.983092774
7446,3.826616595
7447,2.954007229
7448,2.267085252
7449,2.47583186
7450,2.247666963
7451,3.305963718
7452,3.762293512
7453,3.079012465
7454,5.019627731
7455,3.035321314
7456,2.32169919
7457,3.722243291
7458,5.690772348
7459,5.474743882
7460,8.548901774
7461,6.342498676
7462,6.483281272
7463,3.996526624
7464,3.218581417
7465,2.070475075
7466,1.933333408
7467,1.919983334
7468,3.195522199
7469,3.531701329
7470,2.515882081
7471,3.920067111
7472,4.037790489
7473,4.428583557
7474,2.081397862
7475,1.964888128
7476,2.09232065
7477,2.484327361
7478,2.426072494
7479,2.417576992
7480,3.574178837
7481,5.654363056
7482,12.85126645
7483,12.11458511
7484,10.12663776
7485,10.42762124
7486,7.507596021
7487,5.261142702
7488,3.808411949
7489,2.73312419
7490,1.968529057
7491,1.915128762
7492,1.881146756
7493,2.911529721
7494,3.171249338
7495,2.648169175
7496,2.934588939
7497,5.414061728
7498,4.946809147
7499,3.455241816
7500,5.05482338
7501,3.008621167
7502,5.784222864
7503,4.431010843
7504,5.132496536
7505,6.414103617
7506,7.874116228
7507,5.064532525
7508,5.611885548
7509,4.910399855
7510,4.111822716
7511,4.174932155
7512,5.148273896
7513,5.134923823
7514,3.240426993
7515,1.951538054
7516,1.904205974
7517,1.901778688
7518,1.932119765
7519,3.286545429
7520,7.726051774
7521,9.188491671
7522,6.463862982
7523,6.766060107
7524,6.187152363
7525,8.564679134
7526,13.41803776
7527,8.24670465
7528,7.932371095
7529,9.093827512
7530,9.735844695
7531,10.43733039
7532,9.047709075
7533,6.017242333
7534,5.883741596
7535,5.932287318
7536,3.562042406
7537,2.776815341
7538,2.394517774
7539,2.134798157
7540,2.071688718
7541,2.071688718
7542,4.173718512
7543,3.213726845
7544,2.663946535
7545,2.964930016
7546,3.98681748
7547,3.187026698
7548,3.10085804
7549,3.416405238
7550,5.030550519
7551,2.786524485
7552,3.10085804
7553,5.342456787
7554,8.866876258
7555,6.915338204
7556,8.328018736
7557,9.490688795
7558,6.440803764
7559,5.51358046
7560,3.689474928
7561,2.48796829
7562,1.858087538
7563,1.849592036
7564,1.886001328
7565,1.871437612
7566,3.054739603
7567,3.656706565
7568,3.396986949
7569,4.565725223
7570,3.062021462
7571,3.454028173
7572,3.983176551
7573,3.779284515
7574,4.261100813
7575,3.400627878
7576,2.907888792
7577,4.792676477
7578,8.036744399
7579,8.915421981
7580,6.916551847
7581,5.670140416
7582,5.666499487
7583,3.996526624
7584,3.445532671
7585,3.224649633
7586,2.252521535
7587,2.217325886
7588,2.117807154
7589,3.717388719
7590,3.790207303
7591,3.941912686
7592,4.420088055
7593,4.711362392
7594,3.19188127
7595,2.775601698
7596,4.310860179
7597,3.549905975
7598,2.917597937
7599,3.104498969
7600,2.581418807
7601,4.867922347
7602,11.11697051
7603,6.701737024
7604,5.074241669
7605,6.812178543
7606,6.450512909
7607,4.409165268
7608,3.337518438
7609,2.006151992
7610,1.793764455
7611,1.8034736
7612,1.78769624
7613,3.001339308
7614,3.460096388
7615,3.151831049
7616,2.813224633
7617,3.29868186
7618,3.106926255
7619,4.149445651
7620,7.476041302
7621,7.092530092
7622,6.145888499
7623,5.245365342
7624,3.9394854
7625,6.565809
7626,9.493116081
7627,13.3512874
7628,11.47135428
7629,9.119314016
7630,7.752751921
7631,5.547562466
7632,3.842393955
7633,2.869052214
7634,2.68943304
7635,1.957606269
7636,2.862983998
7637,2.813224633
7638,3.500146609
7639,4.278091816
7640,4.90069071
7641,4.661603026
7642,4.79389012
7643,5.772086433
7644,5.707763351
7645,5.081523528
7646,5.170119472
7647,4.063276993
7648,4.880058778
7649,6.707805239
7650,10.10600583
7651,7.789161213
7652,7.860766154
7653,4.591211728
7654,5.67984956
7655,5.17740133
7656,4.000167554
7657,2.543795871
7658,1.887214971
7659,1.875078541
7660,1.856873895
7661,2.540154942
7662,2.68943304
7663,4.802385622
7664,4.560870651
7665,5.576689899
7666,3.404268807
7667,6.829169546
7668,5.579117186
7669,5.742959
7670,4.075413424
7671,5.842477731
7672,12.30755436
7673,8.334086951
7674,8.838962467
7675,10.36936638
7676,6.374053395
7677,6.739359959
7678,5.428625445
7679,4.796317406
7680,5.185896831
7681,3.844821241
7682,3.377568659
7683,3.399414235
7684,1.909060547
7685,1.760996092
7686,2.256162464
7687,4.104540857
7688,4.361833188
7689,7.042770726
7690,6.194434221
7691,5.484453026
7692,4.770830902
7693,3.108139898
7694,4.890981566
7695,4.813308409
7696,5.600962761
7697,6.818246758
7698,9.201841745
7699,8.570747349
7700,6.671395947
7701,6.535467923
7702,4.449215489
7703,5.517221389
7704,2.80837006
7705,2.061979573
7706,1.900565045
7707,1.888428614
7708,1.849592036
7709,1.855660252
7710,3.735593365
7711,4.76597633
7712,4.938313645
7713,4.698012318
7714,6.244193587
7715,3.853316742
7716,5.410420799
7717,3.894580607
7718,5.444402805
7719,4.615484589
7720,3.548692332
7721,5.29997928
7722,8.660556936
7723,7.68114698
7724,9.951873161
7725,7.199330682
7726,6.611927437
7727,5.746599929
7728,4.103327214
7729,3.274408999
7730,1.970956343
7731,1.919983334
7732,3.142121904
7733,2.197907597
7734,3.347227583
7735,6.125256566
7736,4.388533335
7737,4.261100813
7738,3.761079869
7739,3.091148895
7740,3.216154131
7741,3.483155606
7742,3.519564898
7743,2.873906786
7744,3.644570134
7745,6.376480682
7746,7.855911582
7747,8.227286361
7748,8.710316302
7749,6.776982894
7750,4.278091816
7751,4.604561802
7752,3.821762022
7753,3.168822052
7754,1.987947346
7755,1.930906122
7756,1.92241062
7757,2.676082966
7758,3.108139898
7759,4.446788203
7760,4.378824191
7761,3.740447937
7762,3.626365488
7763,3.446746314
7764,4.918895356
7765,2.399372346
7766,3.134840046
7767,4.632475592
7768,6.500272275
7769,6.973593071
7770,9.605984887
7771,6.309730313
7772,7.127725741
7773,7.485750446
7774,5.880100667
7775,4.031722273
7776,4.733207967
7777,2.807156417
7778,1.943042553
7779,1.871437612
7780,1.89449683
7781,1.980665488
7782,3.591169839
7783,5.103369103
7784,4.242896167
7785,3.023184883
7786,2.222180458
7787,2.910316078
7788,3.646997421
7789,3.094789824
7790,3.509855754
7791,4.853358631
7792,3.825402952
7793,5.028123233
7794,8.303745874
7795,8.23092729
7796,10.13513326
7797,6.281816522
7798,3.812052878
7799,3.838753025
7800,2.804729131
7801,2.426072494
7802,2.94672537
7803,1.991588275
7804,1.907846904
7805,1.918769691
7806,3.204017701
7807,3.937058114
7808,2.837497494
7809,2.779242627
7810,3.406696093
7811,2.972211875
7812,4.375183262
7813,3.12877183
7814,4.312073822
7815,4.738062539
7816,5.67984956
7817,8.706675373
7818,9.130236804
7819,9.001590639
7820,10.74923666
7821,10.31232515
7822,7.804938573
7823,6.511195062
7824,4.057208778
7825,2.284076255
7826,2.144507302
7827,1.970956343
7828,2.294999042
7829,2.333835621
7830,2.417576992
7831,3.392132376
7832,4.725926108
7833,4.222264235
7834,3.683406713
7835,3.881230533
7836,6.075497201
7837,7.750324635
7838,5.674994988
7839,6.093701847
7840,6.801255755
7841,6.985729502
7842,7.615610254
7843,9.693367188
7844,9.004017925
7845,5.215024265
7846,4.4297972
7847,4.082695282
7848,3.540196831
7849,2.677296609
7850,2.011006564
7851,2.023142995
7852,2.059552287
7853,2.059552287
7854,2.112952582
7855,2.138439087
7856,4.715003321
7857,6.746641817
7858,5.511153174
7859,6.034233336
7860,6.465076626
7861,6.235698086
7862,4.407951625
7863,7.843775151
7864,7.904457305
7865,14.38409765
7866,12.13157611
7867,13.7008166
7868,10.23950657
7869,7.291567555
7870,6.642268514
7871,4.070558852
7872,3.928562613
7873,2.759824338
7874,2.157857376
7875,2.160284662
7876,2.202762169
7877,2.138439087
