,grid_demand_kwh
1662,2.691860326
1663,2.944298084
1664,3.929776256
1665,4.767189973
1666,2.602050739
1667,2.453986284
1668,4.962586507
1669,4.148232008
1670,4.025654058
1671,3.137267332
1672,3.029253099
1673,3.854530385
1674,5.914082672
1675,7.931157452
1676,6.834024118
1677,6.99301136
1678,5.370370578
1679,4.306005607
1680,2.063193216
1681,1.69303208
1682,1.707595797
1683,1.722159514
1684,1.668759219
1685,1.934547051
1686,2.938229869
1687,4.796317406
1688,3.637288276
1689,2.958861801
1690,1.809541815
1691,2.253735178
1692,2.702783113
1693,3.508642111
1694,3.337518438
1695,3.1166354
1696,3.718602362
1697,3.577819766
1698,9.047709075
1699,9.241891966
1700,8.961540417
1701,7.840134222
1702,5.591253616
1703,2.648169175
1704,3.281690857
1705,2.753756122
1706,1.745218732
1707,1.777987095
1708,1.856873895
1709,1.776773452
1710,2.827788349
1711,3.049885031
1712,2.961289087
1713,2.972211875
1714,4.700439604
1715,3.934630828
1716,3.353295798
1717,2.917597937
1718,3.500146609
1719,4.945595504
1720,2.388449559
1721,3.237999707
1722,5.776941006
1723,9.915463869
1724,9.807449636
1725,7.473614015
1726,7.468759443
1727,4.668884884
1728,2.302280901
1729,1.741577803
1730,1.650554573
1731,1.677254721
1732,1.570454131
1733,1.581376918
1734,2.688219397
1735,2.875120429
1736,3.532914972
1737,4.695585032
1738,4.166436654
1739,2.200334883
1740,3.097217111
1741,2.592341594
1742,3.307177361
1743,2.725842332
1744,2.893325075
1745,2.411508777
1746,5.361875076
1747,7.83527965
1748,8.29403673
1749,6.944465638
1750,5.938355534
1751,3.702825002
1752,2.422431565
1753,2.713705901
1754,2.606905311
1755,1.634777213
1756,1.678468364
1757,1.684536579
1758,1.939401623
1759,2.068047789
1760,4.928604501
1761,4.09361807
1762,5.0863781
1763,4.303578321
1764,3.415191595
1765,2.445490783
1766,2.660305606
1767,4.397028837
1768,3.433396241
1769,7.823143219
1770,7.768529281
1771,5.793932009
1772,5.312115711
1773,7.525800667
1774,4.543879648
1775,4.865495061
1776,2.645741889
1777,2.310776402
1778,2.604478025
1779,3.75743894
1780,1.909060547
1781,1.719732228
1782,1.876292184
1783,4.397028837
1784,3.963758261
1785,6.36798518
1786,4.672525813
1787,4.310860179
1788,2.815651919
1789,6.289098381
1790,3.838753025
1791,2.541368585
1792,4.890981566
1793,4.62762102
1794,8.687257084
1795,7.051266228
1796,9.385101848
1797,7.596191965
1798,5.093659958
1799,4.195564088
1800,3.649424707
1801,2.617828099
1802,2.104457081
1803,1.798619027
1804,1.975810915
1805,1.943042553
1806,3.34601394
1807,3.435823527
1808,3.210085916
1809,3.236786063
1810,4.147018365
1811,5.530571463
1812,4.239255238
1813,4.847290415
1814,2.767106196
1815,2.29014447
1816,2.102029795
1817,5.72718164
1818,5.943210106
1819,7.003934148
1820,5.916509959
1821,5.575476256
1822,4.901904353
1823,3.72588422
1824,1.882360399
1825,1.61778621
1826,1.564385915
1827,1.565599558
1828,1.610504352
1829,1.768277951
1830,2.310776402
1831,3.551119618
1832,3.171249338
1833,3.372714087
1834,3.194308556
1835,3.189453984
1836,5.246578985
1837,5.502657672
1838,5.810923012
1839,2.591127951
1840,5.378866079
1841,5.154342112
1842,5.409207156
1843,10.42398031
1844,6.344925962
1845,5.008704943
1846,4.272023601
1847,5.10215546
1848,3.046244102
1849,1.727014086
1850,1.642059072
1851,1.723373157
1852,1.69667301
1853,1.672400148
1854,2.746474264
1855,4.935886359
1856,2.651810105
1857,2.665160178
1858,4.190709515
1859,2.970998232
1860,6.530613351
1861,5.11793282
1862,3.779284515
1863,2.71734683
1864,4.637330164
1865,4.77811276
1866,5.199246905
1867,7.808579502
1868,5.583971758
1869,7.119230239
1870,6.359489679
1871,5.142205681
1872,1.818037317
1873,1.610504352
1874,1.61778621
1875,1.577735989
1876,1.614145281
1877,1.667545576
1878,2.528018512
1879,3.458882745
1880,2.831429279
1881,2.819292848
1882,3.244067922
1883,3.89579425
1884,4.094831713
1885,2.298639972
1886,2.867838571
1887,4.610630017
1888,4.672525813
1889,3.335091152
1890,6.802469399
1891,10.57447206
1892,7.511236951
1893,5.276920062
1894,5.840050445
1895,4.154300223
1896,2.049843143
1897,2.059552287
1898,1.75614152
1899,1.651768216
1900,1.614145281
1901,1.722159514
1902,2.6263236
1903,3.798702804
1904,2.661519249
1905,2.737978762
1906,4.949236433
1907,3.518351255
1908,3.288972715
1909,2.531659441
1910,2.027997567
1911,3.537769544
1912,4.324210253
1913,2.470977287
1914,5.825486728
1915,9.105963942
1916,7.577987319
1917,8.939694842
1918,5.837623159
1919,5.684704133
1920,3.728311506
1921,1.876292184
1922,1.631136284
1923,1.703954868
1924,1.720945871
1925,1.912701476
1926,3.475873748
1927,5.630090194
1928,3.695543143
1929,3.227076919
1930,5.10215546
1931,4.757480828
1932,4.52082043
1933,6.285457451
1934,6.086419988
1935,5.176187687
1936,6.568236286
1937,3.960117332
1938,4.524461359
1939,5.107010032
1940,5.249006271
1941,5.792718366
1942,4.546306934
1943,5.032977805
1944,2.847206639
1945,2.947939013
1946,1.833814676
1947,2.873906786
1948,4.064490636
1949,2.150575517
1950,3.199163128
1951,3.170035695
1952,5.605817333
1953,6.539108853
1954,7.2223899
1955,8.137476774
1956,9.82079971
1957,10.43854403
1958,9.068341007
1959,7.632601257
1960,4.727139752
1961,6.98087493
1962,11.31236704
1963,8.178740638
1964,8.135049488
1965,6.274534664
1966,5.051182451
1967,4.909186212
1968,3.109353541
1969,2.33747655
1970,1.694245724
1971,1.673613791
1972,1.694245724
1973,1.83138739
1974,3.199163128
1975,2.653023748
1976,2.171207449
1977,3.554760547
1978,4.015944913
1979,2.576564234
1980,2.774388054
1981,2.89939329
1982,2.759824338
1983,3.604519913
1984,3.909144323
1985,3.974681049
1986,8.323164163
1987,7.545218956
1988,7.871688942
1989,6.479640342
1990,4.775685474
1991,4.633689235
1992,3.072944249
1993,2.311990045
1994,1.933333408
1995,1.870223968
1996,1.796191741
1997,1.8034736
1998,3.015903025
1999,2.680937538
2000,5.721113425
2001,5.840050445
2002,2.53530037
2003,2.120234441
2004,3.163967479
2005,3.506214825
2006,3.872735031
2007,5.215024265
2008,5.093659958
2009,7.921448308
2010,8.335300594
2011,9.712785477
2012,9.07319558
2013,6.258757304
2014,4.576648011
2015,3.689474928
2016,2.492822863
2017,1.900565045
2018,1.87871947
2019,1.818037317
2020,1.929692479
2021,1.898137759
2022,2.754969765
2023,2.928520724
2024,3.855744028
2025,5.196819619
2026,2.996484736
2027,6.281816522
2028,5.439548233
2029,5.946851035
2030,4.933459073
2031,3.29868186
2032,4.378824191
2033,5.883741596
2034,8.744298308
2035,10.21644735
2036,6.666541375
2037,5.787863793
2038,3.928562613
2039,2.867838571
2040,2.649382818
2041,2.44427714
2042,1.963674485
2043,1.872651255
2044,1.858087538
2045,1.952751697
2046,2.818079205
2047,2.360535768
2048,2.495250149
2049,4.079054353
2050,5.474743882
2051,3.412764308
2052,3.779284515
2053,2.981921019
2054,5.11793282
2055,4.063276993
2056,2.888470503
2057,5.688345062
2058,8.993095137
2059,10.60238585
2060,10.36693909
2061,7.726051774
2062,5.445616448
2063,5.096087244
2064,4.313287465
2065,3.146976476
2066,2.750115193
2067,2.848420282
2068,3.00983481
2069,2.838711137
2070,5.170119472
2071,3.924921683
2072,3.329022937
2073,3.716175076
2074,2.420004278
2075,3.131199117
2076,4.922536286
2077,4.583929869
2078,4.060849707
2079,4.06206335
2080,3.90793068
2081,5.093659958
2082,9.51253437
2083,9.993137025
2084,9.017367998
2085,6.648336729
2086,5.110650961
2087,4.530529574
2088,2.836283851
2089,2.901820577
2090,1.81925096
2091,1.882360399
2092,1.940615266
2093,3.074157892
2094,2.790165414
2095,4.50504307
2096,4.25988717
2097,4.729567038
2098,4.302364678
2099,4.541452362
2100,4.569366153
2101,4.58028894
2102,3.708893217
2103,5.840050445
2104,4.055995135
2105,4.318142037
2106,5.967482967
2107,6.727223528
2108,5.892237097
2109,4.799958336
2110,3.849675813
2111,4.188282229
2112,4.212555091
2113,2.599623453
2114,0.567984956
2115,0
2116,2.586273379
2117,2.395731417
2118,1.904205974
2119,1.946683482
2120,2.081397862
2121,2.416363349
2122,4.621552805
2123,5.698054206
2124,5.999037687
2125,3.713747789
2126,6.246620873
2127,4.35455133
2128,2.989202878
2129,5.357020504
2130,4.506256713
2131,7.047625298
2132,7.145930387
2133,5.330320357
2134,6.093701847
2135,6.386189826
2136,7.431136508
2137,3.336304795
2138,2.15178916
2139,1.869010325
2140,1.746432375
2141,1.7245868
2142,2.15178916
2143,3.390918733
2144,3.704038645
2145,5.28420192
2146,3.500146609
2147,4.435865415
2148,3.112994471
2149,4.205273232
2150,2.086252435
2151,2.972211875
2152,3.386064161
2153,4.032935916
2154,5.059677952
2155,5.869177879
2156,5.966269324
2157,9.228541892
2158,6.239339015
2159,4.933459073
2160,3.980749264
2161,2.0486295
2162,2.7925927
2163,2.196693954
2164,1.802259957
2165,1.611717995
2166,2.106884367
2167,2.623896314
2168,3.411550665
2169,5.603390047
2170,8.607156641
2171,6.397112614
2172,6.588868219
2173,5.374011507
2174,4.962586507
2175,4.161582082
2176,4.889767923
2177,5.994183115
2178,11.23469388
2179,9.13266409
2180,10.67520443
2181,8.040385328
2182,4.072986138
2183,4.821803911
2184,3.576606123
2185,1.916342405
2186,1.810755458
2187,1.758568806
2188,1.774346166
2189,2.239171461
2190,5.234442554
2191,3.523205828
2192,2.524377582
2193,5.708976994
2194,2.728269618
2195,3.991672052
2196,4.025654058
2197,2.44427714
2198,2.34961298
2199,4.933459073
2200,3.548692332
2201,2.645741889
2202,3.644570134
2203,6.319439457
2204,7.490605018
2205,6.925047348
2206,5.278133705
2207,5.028123233
2208,4.384892406
2209,2.146934588
2210,1.763423378
2211,1.710023083
2212,1.765850665
2213,2.949152656
2214,3.137267332
2215,4.699225961
2216,2.484327361
2217,2.553505016
2218,3.492864751
2219,3.047457745
2220,2.752542479
2221,3.950408188
2222,2.924879795
2223,2.941870798
2224,2.59476888
2225,2.951579942
2226,3.081439751
2227,6.039087909
2228,6.766060107
2229,5.773300077
2230,6.183511434
2231,3.80477102
2232,2.211257671
2233,1.912701476
2234,1.703954868
2235,1.707595797
2236,1.678468364
2237,1.669972862
2238,2.82414742
2239,3.454028173
2240,3.035321314
2241,1.895710473
2242,2.040133998
2243,2.350826624
2244,2.286503541
2245,2.093534293
2246,1.762209735
2247,1.905419617
2248,1.978238202
2249,2.691860326
2250,4.746558041
2251,9.10110937
2252,8.399623677
2253,7.422641007
2254,6.778196537
2255,4.434651772
2256,2.553505016
2257,1.701527582
2258,1.782841668
2259,1.786482597
2260,1.716091299
2261,1.767064308
2262,2.90303422
2263,4.304791964
2264,4.509897642
2265,6.18593872
2266,3.43703717
2267,4.522034073
2268,3.728311506
2269,2.043774927
2270,4.47348835
2271,4.588784442
2272,4.327851182
2273,4.00259484
2274,4.446788203
2275,4.472274707
2276,4.678594029
2277,4.272023601
2278,3.805984663
2279,3.259845282
2280,3.252563423
2281,2.679723895
2282,1.996442848
2283,1.83138739
2284,1.775559809
2285,1.625068069
2286,1.820464603
2287,2.119020797
2288,2.086252435
2289,4.529315931
2290,4.670098527
2291,7.598619251
2292,7.780665712
2293,5.358234147
2294,7.580414605
2295,7.493032304
2296,7.86319344
2297,9.636325963
2298,9.353547128
2299,7.596191965
2300,5.372797864
2301,5.943210106
2302,5.441975519
2303,6.29273931
2304,4.33513304
2305,2.832642922
2306,2.176062022
2307,1.700313939
2308,2.398158703
2309,2.078970576
2310,2.025570281
2311,1.932119765
2312,2.492822863
2313,3.418832524
2314,5.639799339
2315,6.432308263
2316,9.338983412
2317,8.815903249
2318,10.09993762
2319,5.23686984
2320,3.859384958
2321,3.633647347
2322,4.450429132
2323,7.165348676
2324,8.76493024
2325,6.080351773
2326,6.133752068
2327,7.721197201
2328,3.849675813
2329,1.684536579
2330,1.691818437
2331,1.737936874
2332,2.216112243
2333,1.694245724
2334,2.157857376
2335,2.739192405
2336,3.395773305
2337,6.76727375
2338,4.876417849
2339,2.407867848
2340,3.473446462
2341,4.764762687
2342,3.097217111
2343,4.113036359
2344,4.023226772
2345,3.663988424
2346,5.699267849
2347,8.687257084
2348,7.980916818
2349,6.193220578
2350,4.772044545
2351,3.565683335
2352,2.379954057
2353,2.078970576
2354,1.659050075
2355,1.656622788
2356,1.64934093
2357,1.677254721
2358,2.548650444
2359,3.541410474
2360,3.403055164
2361,3.015903025
2362,3.370286801
2363,3.581460695
2364,5.382507008
2365,3.822975666
2366,2.952793585
2367,4.960159221
2368,3.740447937
2369,2.538941299
2370,9.031931715
2371,4.915254427
2372,8.152040491
2373,7.101025593
2374,6.951747496
2375,5.509939531
2376,2.807156417
2377,1.837455606
2378,1.646913644
2379,1.699100296
2380,1.63356357
2381,1.603222493
2382,2.865411285
2383,3.985603837
2384,4.183427657
2385,2.862983998
2386,1.86294211
2387,3.146976476
2388,5.029336876
2389,4.041431418
2390,3.433396241
2391,2.481900075
2392,2.347185694
2393,2.670014751
2394,5.100941817
2395,4.636116521
2396,9.125382232
2397,6.329148602
2398,4.502615784
2399,3.240426993
2400,2.463695429
2401,1.68089565
2402,1.730655016
2403,1.83138739
2404,1.804687243
2405,1.703954868
2406,2.688219397
2407,2.907888792
2408,2.761037981
2409,2.8714795
2410,3.511069397
2411,2.706424043
2412,2.955220872
2413,3.167608409
2414,2.294999042
2415,2.207616741
2416,3.271981712
2417,4.302364678
2418,10.02105082
2419,11.12061144
2420,8.596233854
2421,6.903201773
2422,6.442017407
2423,5.051182451
2424,2.747687907
2425,1.75614152
2426,1.628708998
2427,1.707595797
2428,1.688177508
2429,1.710023083
2430,2.650596461
2431,5.323038498
2432,5.37522515
2433,4.804812908
2434,4.713789678
2435,3.552333261
2436,2.856915783
2437,5.716258852
2438,4.263528099
2439,2.514668438
2440,2.983134662
2441,3.14819012
2442,7.277003838
2443,7.2223899
2444,5.965055681
2445,6.365557894
2446,3.80477102
2447,2.904247863
2448,2.691860326
2449,2.540154942
2450,2.511027509
2451,1.720945871
2452,1.688177508
2453,1.595940635
2454,1.826532818
2455,4.422515341
2456,5.182255902
2457,4.808453837
2458,4.399456123
2459,5.355806861
2460,6.659259516
2461,9.923959371
2462,7.723624487
2463,7.372881641
2464,4.864281418
2465,5.388575224
2466,6.681105092
2467,6.315798528
2468,9.33048791
2469,7.469973086
2470,7.019711508
2471,5.674994988
2472,4.143377436
2473,2.837497494
2474,1.725800443
2475,1.608077066
2476,1.662691004
2477,2.208830385
2478,1.861728467
2479,2.3811677
2480,2.991630164
2481,3.684620356
2482,4.313287465
2483,4.529315931
2484,6.676250519
2485,5.080309884
2486,5.019627731
2487,6.321866743
2488,4.165223011
2489,5.399498011
2490,9.823226996
2491,7.949362098
2492,5.944423749
2493,7.768529281
2494,7.013643292
2495,4.56815251
2496,2.858129426
2497,1.776773452
2498,1.699100296
2499,1.701527582
2500,1.700313939
2501,2.166352877
2502,2.416363349
2503,4.240468881
2504,4.189495872
2505,3.854530385
2506,3.576606123
2507,2.854488497
2508,2.211257671
2509,2.066834146
2510,2.708851329
2511,2.461268143
2512,3.46859189
2513,4.032935916
2514,7.781879355
2515,8.527056199
2516,7.506382378
2517,7.592551036
2518,4.502615784
2519,3.369073158
2520,2.781669913
2521,1.980665488
2522,1.719732228
2523,1.644486358
2524,1.695459367
2525,1.597154278
2526,2.207616741
2527,3.969826477
2528,4.212555091
2529,3.824189309
2530,4.202845946
2531,3.637288276
2532,3.507428468
2533,3.483155606
2534,2.604478025
2535,3.352082155
2536,2.140866373
2537,3.513496683
2538,5.05482338
2539,6.861937909
2540,9.461561361
2541,7.729692703
2542,6.096129133
2543,4.940740932
2544,2.88725686
2545,1.643272715
2546,1.707595797
2547,1.690604794
2548,1.639631785
2549,1.691818437
2550,2.65787832
2551,3.509855754
2552,3.839966669
2553,2.217325886
2554,1.865369396
2555,2.386022273
2556,3.43703717
2557,3.787780017
2558,4.819376625
2559,2.106884367
2560,3.68219307
2561,3.640929205
2562,3.199163128
2563,7.520946095
2564,8.732161877
2565,9.296505904
2566,6.878928912
2567,5.372797864
2568,2.88725686
2569,2.952793585
2570,1.781628024
2571,1.710023083
2572,1.818037317
2573,3.279263571
2574,3.738020651
2575,3.502573895
2576,3.827830238
2577,4.319355681
2578,3.335091152
2579,4.110609073
2580,3.309604648
2581,3.080226108
2582,3.02561217
2583,3.293827288
2584,4.276878173
2585,2.91881158
2586,8.710316302
2587,6.789119325
2588,10.82569617
2589,10.65214521
2590,5.314542997
2591,4.178573085
2592,2.100816151
2593,1.713664013
2594,1.694245724
2595,1.632349927
2596,1.643272715
2597,1.700313939
2598,2.818079205
2599,4.973509294
2600,4.106968144
2601,4.1846413
2602,6.812178543
2603,4.15308658
2604,2.078970576
2605,3.614229058
2606,3.501360252
2607,2.762251624
2608,3.123917258
2609,4.008663055
2610,8.943335771
2611,9.358401701
2612,7.324335918
2613,7.474827658
2614,6.546390711
2615,5.55727161
2616,3.568110621
2617,2.606905311
2618,1.697886653
2619,1.764637021
2620,1.707595797
2621,1.833814676
2622,1.957606269
2623,3.401841521
2624,3.67855214
2625,4.455283704
2626,4.541452362
2627,3.751370725
2628,6.103410991
2629,4.140950149
2630,4.060849707
2631,5.857041448
2632,10.54777191
2633,9.17999617
2634,10.13149234
2635,12.83791638
2636,12.00778452
2637,10.51985812
2638,8.880226332
2639,7.153212245
2640,4.940740932
2641,3.589956196
2642,1.989160989
2643,1.748859662
2644,1.853232965
2645,2.200334883
2646,2.284076255
2647,3.893366964
2648,4.878845135
2649,2.99405745
2650,5.342456787
2651,5.43833459
2652,5.800000224
2653,7.34496785
2654,6.142247569
2655,7.993053249
2656,6.995438646
2657,5.536639678
2658,9.82079971
2659,8.561038205
2660,8.948190344
2661,6.377694325
2662,4.383678763
2663,3.310818291
2664,2.731910547
2665,1.92605155
2666,1.760996092
2667,1.718518585
2668,1.710023083
2669,1.621427139
2670,3.218581417
2671,4.006235769
2672,4.475915636
2673,2.785310842
2674,4.565725223
2675,5.032977805
2676,3.532914972
2677,3.019543954
2678,2.384808629
2679,3.278049928
2680,3.137267332
2681,2.984348305
2682,5.099728174
2683,7.075539089
2684,7.785520284
2685,5.340029501
2686,4.571793439
2687,3.007407524
2688,1.71245037
2689,1.614145281
2690,1.583804204
2691,1.668759219
2692,1.634777213
2693,1.553463128
2694,2.348399337
2695,3.48072832
2696,3.700397716
2697,2.907888792
2698,1.802259957
2699,2.142080016
2700,2.690646683
2701,2.267085252
2702,1.884787685
2703,1.603222493
2704,1.91027419
2705,2.627537243
2706,4.715003321
2707,7.580414605
2708,6.565809
2709,6.526972422
2710,6.889851699
2711,2.282862612
2712,1.87871947
2713,1.877505827
2714,1.618999853
2715,1.599581564
2716,2.483113718
2717,2.383594986
2718,2.427286137
2719,3.572965193
2720,2.651810105
2721,2.842352066
2722,3.502573895
2723,3.229504205
2724,2.252521535
2725,1.776773452
2726,1.865369396
2727,1.87871947
2728,1.947897125
2729,2.284076255
2730,3.054739603
2731,3.930989899
2732,5.89709167
2733,7.77217021
2734,5.739318071
2735,3.665202067
2736,2.869052214
2737,1.695459367
2738,1.623854426
2739,1.668759219
2740,2.55107773
2741,1.661477361
2742,2.445490783
2743,2.94672537
2744,2.687005754
2745,1.877505827
2746,2.098388865
2747,2.521950296
2748,2.981921019
2749,1.752500591
2750,2.125089013
2751,2.390876845
2752,2.098388865
2753,3.20765863
2754,4.950450076
2755,3.748943438
2756,4.229546093
2757,6.542749782
2758,7.43599108
2759,4.188282229
2760,4.343628542
2761,2.542582228
2762,1.593513349
2763,1.674827434
2764,2.55107773
2765,2.257376107
2766,2.426072494
2767,6.651977658
2768,5.948064678
2769,5.963842038
2770,4.032935916
2771,5.95656018
2772,6.478426699
2773,2.638460031
2774,2.410295134
2775,4.372755976
2776,3.712534146
2777,2.884829574
2778,4.719857893
2779,4.846076772
2780,5.746599929
2781,7.645951331
2782,4.94802279
2783,4.982004796
2784,4.514752215
2785,2.814438276
2786,2.296212685
2787,1.786482597
2788,1.791337169
2789,1.759782449
2790,1.998870134
2791,2.747687907
2792,6.256330018
2793,5.962628395
2794,6.847374192
2795,7.500314163
2796,7.43599108
2797,8.143544989
2798,5.199246905
2799,4.586357156
2800,11.12667965
2801,10.40334838
2802,12.34275001
2803,11.55509565
2804,9.267378471
2805,8.158108706
2806,7.077966375
2807,4.577861654
2808,3.338732081
2809,2.007365635
2810,1.940615266
2811,2.121448084
2812,2.650596461
2813,2.612973526
2814,2.188198452
2815,2.44427714
2816,3.365432229
2817,5.505084958
2818,6.230843513
2819,6.796401183
2820,7.734547275
2821,8.857167113
2822,9.506466155
2823,7.16292139
2824,9.138732305
2825,11.86457464
2826,9.018581642
2827,5.932287318
2828,7.093743735
2829,5.696840563
2830,5.303620209
2831,3.802343733
2832,3.716175076
2833,2.161498305
2834,1.703954868
2835,2.422431565
2836,1.780414381
2837,1.703954868
2838,3.818121093
2839,4.575434368
2840,4.479556566
2841,3.280477214
2842,3.897007893
2843,3.853316742
2844,3.859384958
2845,2.190625739
2846,2.4600545
2847,1.79983267
2848,1.970956343
2849,3.208872273
2850,7.59012375
2851,10.82205524
2852,7.531868883
2853,7.66536962
2854,6.808537614
2855,3.22343599
2856,2.754969765
2857,2.042561284
2858,2.012220207
2859,1.87871947
2860,1.718518585
2861,1.741577803
2862,2.702783113
2863,4.507470356
2864,4.807240194
2865,3.190667627
2866,3.523205828
2867,3.740447937
2868,3.90793068
2869,3.679765783
2870,2.426072494
2871,3.020757597
2872,3.387277804
2873,5.842477731
2874,6.00025133
2875,5.77087279
2876,5.991755829
2877,6.990584074
2878,6.701737024
2879,4.428583557
2880,2.252521535
2881,2.496463792
2882,1.713664013
2883,1.688177508
2884,1.662691004
2885,2.222180458
2886,3.269554426
2887,4.060849707
2888,4.332705754
2889,2.383594986
2890,3.876375961
2891,5.393429796
2892,7.080393661
2893,5.28420192
2894,4.173718512
2895,3.792634589
2896,3.322954721
2897,2.719774116
2898,8.292823087
2899,8.85595347
2900,6.759991891
2901,7.544005313
2902,8.070726405
2903,3.758652583
2904,3.852103099
2905,4.551161507
2906,2.042561284
2907,1.8034736
2908,1.775559809
2909,1.837455606
2910,3.174890267
2911,4.792676477
2912,3.524419471
2913,3.443105385
2914,2.619041742
2915,2.538941299
2916,4.205273232
2917,5.227160696
2918,3.259845282
2919,2.937016226
2920,1.945469839
2921,5.215024265
2922,4.747771684
2923,4.798744693
2924,5.944423749
2925,4.961372864
2926,5.127641964
2927,3.208872273
2928,1.962460842
2929,1.725800443
2930,1.794978098
2931,1.753714234
2932,1.754927877
2933,1.742791446
2934,3.278049928
2935,4.3509104
2936,4.540238719
2937,3.020757597
2938,2.267085252
2939,4.029294987
2940,2.809583703
2941,3.735593365
2942,4.427369914
2943,3.308391005
2944,5.2526472
2945,3.589956196
2946,6.900774487
2947,5.341243144
2948,7.28549934
2949,6.943251994
2950,7.448127511
2951,4.73442161
2952,5.196819619
2953,3.849675813
2954,2.115379868
2955,2.36903127
2956,1.940615266
2957,3.946767259
2958,2.688219397
2959,2.983134662
2960,5.939569177
2961,4.242896167
2962,5.537853321
2963,5.119146463
2964,2.910316078
2965,2.515882081
2966,3.072944249
2967,3.190667627
2968,3.310818291
2969,5.103369103
2970,9.965223235
2971,10.63394057
2972,9.244319252
2973,8.182381567
2974,6.068215342
2975,3.673697568
2976,2.474618217
2977,2.021929352
2978,3.145762833
2979,1.873864898
2980,1.769491594
2981,1.735509588
2982,2.086252435
2983,2.790165414
2984,4.632475592
2985,5.477171168
2986,7.300063057
2987,8.062230904
2988,8.557397276
2989,8.277045727
2990,6.369198823
2991,5.634944767
2992,5.321824855
2993,8.803766818
2994,6.648336729
2995,5.989328543
2996,6.484494915
2997,9.703076332
2998,4.407951625
2999,3.105712612
3000,3.630006418
3001,2.595982523
3002,1.748859662
3003,1.676041078
3004,1.775559809
3005,1.830173747
3006,2.273153467
3007,5.324252141
3008,5.262356345
3009,2.696714898
3010,2.023142995
3011,2.172421092
3012,2.12387537
3013,2.883615931
3014,2.089893364
3015,1.957606269
3016,3.734379722
3017,3.37392773
3018,7.775811139
3019,8.542833559
3020,9.280728544
3021,6.580372717
3022,6.985729502
3023,4.032935916
3024,2.088679721
3025,1.701527582
3026,1.662691004
3027,1.655409145
3028,1.734295945
3029,1.719732228
3030,2.882402288
3031,3.598451698
3032,5.261142702
3033,3.219795061
3034,3.410337022
3035,4.581502583
3036,2.333835621
3037,2.171207449
3038,3.610588129
3039,2.173634736
3040,4.56451158
3041,3.082653394
3042,6.045156124
3043,5.483239383
3044,4.242896167
3045,5.026909589
3046,7.255158263
3047,4.057208778
3048,2.008579278
3049,1.781628024
3050,1.79983267
3051,1.796191741
3052,3.184599412
3053,3.68219307
3054,2.538941299
3055,3.240426993
3056,3.344800297
3057,2.013433851
3058,2.279221683
3059,2.660305606
3060,2.82414742
3061,2.606905311
3062,2.611759883
3063,2.251307892
3064,2.765892553
3065,3.428541668
3066,5.338815858
3067,5.148273896
3068,5.456539236
3069,7.0561208
3070,6.241766301
3071,6.117974708
3072,4.195564088
3073,3.013475739
3074,1.866583039
3075,1.8034736
3076,1.730655016
3077,1.8034736
3078,2.191839382
3079,2.294999042
3080,4.188282229
3081,5.808495726
3082,5.383720652
3083,6.001464973
3084,6.067001699
3085,10.09265576
3086,8.983385993
3087,6.546390711
3088,7.647164974
3089,15.73002781
3090,9.517388943
3091,11.46649971
3092,8.349864311
3093,8.228500004
3094,4.819376625
3095,3.969826477
3096,2.856915783
3097,2.39694506
3098,2.712492258
3099,1.713664013
3100,1.703954868
3101,2.580205163
3102,2.44427714
3103,3.193094913
3104,4.512324928
3105,3.842393955
3106,3.412764308
3107,6.302448454
3108,4.93224543
3109,4.881272421
3110,4.4297972
3111,3.156685621
3112,2.632391815
3113,2.513454795
3114,4.713789678
3115,4.704080533
3116,4.491692996
3117,4.068131565
3118,7.086461877
3119,4.965013793
3120,3.917639825
3121,2.441849854
3122,1.81925096
3123,1.804687243
3124,1.81561003
3125,2.051056786
3126,2.233103246
3127,3.117849043
3128,3.952835474
3129,4.06206335
3130,6.869219767
3131,6.982088573
3132,6.954174782
3133,3.980749264
3134,6.144674855
3135,6.918979133
3136,6.285457451
3137,5.570621684
3138,10.64729064
3139,9.347478913
3140,9.403306494
3141,6.55367257
3142,5.48202574
3143,7.972421317
3144,6.599791006
3145,3.035321314
3146,2.094747936
3147,4.087549854
3148,3.672483925
3149,1.822891889
3150,1.813182744
3151,2.74890155
3152,5.491734885
3153,7.848629724
3154,3.827830238
3155,5.218665194
3156,5.948064678
3157,5.151914825
3158,4.684662244
3159,4.630048306
3160,4.695585032
3161,4.910399855
3162,7.485750446
3163,7.739401847
3164,5.895878026
3165,5.120360106
3166,5.121573749
3167,3.796275518
3168,2.156643733
3169,1.78769624
3170,1.730655016
3171,1.750073305
3172,1.758568806
3173,1.745218732
3174,2.711278615
3175,4.610630017
3176,5.245365342
3177,5.517221389
3178,3.776857229
3179,2.301067258
3180,3.616656344
3181,5.449257377
3182,3.292613645
3183,3.602092627
3184,4.177359442
3185,4.859426846
3186,8.730948234
3187,5.971123897
3188,6.944465638
3189,5.591253616
3190,5.263569988
3191,4.127600076
3192,2.296212685
3193,1.748859662
3194,1.730655016
3195,1.751286948
3196,1.746432375
3197,3.205231344
3198,3.02197124
3199,5.132496536
3200,5.992969472
3201,3.643356491
3202,4.508683999
3203,4.313287465
3204,3.224649633
3205,3.450387244
3206,3.015903025
3207,2.087466078
3208,3.189453984
3209,4.320569324
3210,5.645867554
3211,6.876501626
3212,4.614270946
3213,7.018497865
3214,5.318183926
3215,3.765934441
