,manufacturer,model number,description,safety certification,nameplate Pmax [W],PTC [W],Notes,Family,Technology,area [m2],N_s,N_p,BIPV,Nameplate Isc [A],Nameplate Voc [V],Nameplate Ipmax [A],Nameplate Vpmax [V],Average NOCT [C],gamma_pmax [%/C],alpha_Isc [%/C],beta_Voc [%/C],alpha_Ipmax [%/C],beta_Vpmax [%/C],Ipmax [A],Vpmax [V],Ipmax_NOCT [A],Vpmax_NOCT [V],mounting,type,short length [m],long length [m],geometric multiplier,beta_Voc [V/C],alpha_Isc [A/C],tech_combined,cell_type,year_added,bifacial,heterojunction,STC [W],breakdown_factor,breakdown_exp,breakdown_voltage,eg_ref,dEgdT,photocurrent (I_L),saturation_current (I_o),resistance_series (R_s),resistance_shunt (R_sh),a_ref,adjust
134,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN215AA01B,215 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,215.0,199.6,,Monocrystalline,Mono-c-Si,1.25,72,1.0,N,5.61,51.6,5.13,42.0,46.0,-0.336,0.036,-0.278,0.002,-0.337,1.03,41.17,4.12,39.1,Rack,Flat Plate,0.789,1.58,1.0,-0.143448,0.0020196,Mono-c-SiMonocrystalline,monoSi,1900,False,True,215.46,0.002,3,-15,1.121,-0.0002677,5.6334364669496155,7.317384498054994e-12,0.7330691500688047,175.47516657560863,1.8890112686070633,0.011822543343525178
135,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN215AA06,215 W HIT Power N Hybrid Amorphous/Monocrystalline Module,UL 1703,215.0,199.6,,Monocrystalline,Mono-c-Si,1.25,72,1.0,N,5.61,51.6,5.13,42.0,46.0,-0.336,0.036,-0.278,0.002,-0.337,1.03,41.17,4.12,39.1,Rack,Flat Plate,0.789,1.58,1.0,-0.143448,0.0020196,Mono-c-SiMonocrystalline,monoSi,1900,False,True,215.46,0.002,3,-15,1.121,-0.0002677,5.6334364669496155,7.317384498054994e-12,0.7330691500688047,175.47516657560863,1.8890112686070633,0.011822543343525178
136,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN215AA06B,215 W HIT Power N Hybrid Amorphous/Monocrystalline Module,UL 1703,215.0,199.6,,Monocrystalline,Mono-c-Si,1.25,72,1.0,N,5.61,51.6,5.13,42.0,46.0,-0.336,0.036,-0.278,0.002,-0.337,1.03,41.17,4.12,39.1,Rack,Flat Plate,0.789,1.58,1.0,-0.143448,0.0020196,Mono-c-SiMonocrystalline,monoSi,1900,False,True,215.46,0.002,3,-15,1.121,-0.0002677,5.6334364669496155,7.317384498054994e-12,0.7330691500688047,175.47516657560863,1.8890112686070633,0.011822543343525178
137,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,HIT-N220A01,220 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,220.0,204.4,,Monocrystalline,Mono-c-Si,1.25,72,1.0,N,5.35,52.3,5.17,42.7,46.0,-0.336,0.036,-0.278,0.002,-0.337,1.04,40.55,4.1,38.9,Rack,Flat Plate,0.789,1.58,1.0,-0.145394,0.001926,Mono-c-SiMonocrystalline,monoSi,1900,False,True,220.759,0.002,3,-15,1.121,-0.0002677,5.461238808096637,4.578574423610449e-12,0.7353683465488923,1083.5600604083425,1.8814010994092323,-3.636575795558273
138,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN220AA01,220 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,220.0,204.4,,Monocrystalline,Mono-c-Si,1.25,72,1.0,N,5.35,52.3,5.17,42.7,46.0,-0.336,0.036,-0.278,0.002,-0.337,1.04,40.55,4.1,38.9,Rack,Flat Plate,0.789,1.58,1.0,-0.145394,0.001926,Mono-c-SiMonocrystalline,monoSi,1900,False,True,220.759,0.002,3,-15,1.121,-0.0002677,5.461238808096637,4.578574423610449e-12,0.7353683465488923,1083.5600604083425,1.8814010994092323,-3.636575795558273
139,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN220AA01B,220 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,220.0,204.4,,Monocrystalline,Mono-c-Si,1.25,72,1.0,N,5.35,52.3,5.17,42.7,46.0,-0.336,0.036,-0.278,0.002,-0.337,1.04,40.55,4.1,38.9,Rack,Flat Plate,0.789,1.58,1.0,-0.145394,0.001926,Mono-c-SiMonocrystalline,monoSi,1900,False,True,220.759,0.002,3,-15,1.121,-0.0002677,5.461238808096637,4.578574423610449e-12,0.7353683465488923,1083.5600604083425,1.8814010994092323,-3.636575795558273
140,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN220DA02,220 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,220.0,206.5,,Monocrystalline,Mono-c-Si,1.41,72,1.0,N,5.52,51.8,5.17,42.6,45.8,-0.284,0.047,-0.235,-0.044,-0.24,1.04,40.21,4.19,39.5,Rack,Flat Plate,0.862,1.63,1.0,-0.12173,0.0025944,Mono-c-SiMonocrystalline,monoSi,1900,False,True,220.242,0.002,3,-15,1.121,-0.0002677,5.530810660851278,1.2128278683284012e-12,0.6957577292767159,355.2588247365619,1.7787432905470912,2.117520954224146
141,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN220DA02B,220 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,220.0,206.5,,Monocrystalline,Mono-c-Si,1.41,72,1.0,N,5.52,51.8,5.17,42.6,45.8,-0.284,0.047,-0.235,-0.044,-0.24,1.04,40.21,4.19,39.5,Rack,Flat Plate,0.862,1.63,1.0,-0.12173,0.0025944,Mono-c-SiMonocrystalline,monoSi,1900,False,True,220.242,0.002,3,-15,1.121,-0.0002677,5.530810660851278,1.2128278683284012e-12,0.6957577292767159,355.2588247365619,1.7787432905470912,2.117520954224146
142,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN220SA06,220 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,220.0,204.5,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.82,50.0,5.38,40.9,48.3,-0.3,0.002,-0.24,0.0,-0.3,1.08,39.38,4.32,38.0,Rack,Flat Plate,0.798,1.58,1.0,-0.12,0.0001164,Mono-c-SiMonocrystalline,monoSi,1900,False,True,220.042,0.002,3,-15,1.121,-0.0002677,5.841249652193322,4.322723398635006e-13,0.7120159803272834,195.01180389243436,1.6561896636533906,-7.913745622856111
143,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN220SA06B,220 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,220.0,204.5,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.82,50.0,5.38,40.9,48.3,-0.3,0.002,-0.24,0.0,-0.3,1.08,39.38,4.32,38.0,Rack,Flat Plate,0.798,1.58,1.0,-0.12,0.0001164,Mono-c-SiMonocrystalline,monoSi,1900,False,True,220.042,0.002,3,-15,1.121,-0.0002677,5.841249652193322,4.322723398635006e-13,0.7120159803272834,195.01180389243436,1.6561896636533906,-7.913745622856111
144,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,HIT-N225A01,225 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,225.0,209.1,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.66,53.0,5.21,43.4,46.0,-0.336,0.036,-0.278,0.002,-0.337,1.04,42.95,4.19,40.8,Rack,Flat Plate,0.798,1.58,1.0,-0.14734,0.0020376,Mono-c-SiMonocrystalline,monoSi,1900,False,True,226.114,0.002,3,-15,1.121,-0.0002677,5.678585047346954,7.362668637904241e-12,0.68877301308372,209.76299878366663,1.9395599497574294,-0.033138262252364346
145,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN225AA01,225 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,225.0,209.1,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.66,53.0,5.21,43.4,46.0,-0.336,0.036,-0.278,0.002,-0.337,1.04,42.95,4.19,40.8,Rack,Flat Plate,0.798,1.58,1.0,-0.14734,0.0020376,Mono-c-SiMonocrystalline,monoSi,1900,False,True,226.114,0.002,3,-15,1.121,-0.0002677,5.678585047346954,7.362668637904241e-12,0.68877301308372,209.76299878366663,1.9395599497574294,-0.033138262252364346
146,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN225AA01B,225 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,225.0,209.1,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.66,53.0,5.21,43.4,46.0,-0.336,0.036,-0.278,0.002,-0.337,1.04,42.95,4.19,40.8,Rack,Flat Plate,0.798,1.58,1.0,-0.14734,0.0020376,Mono-c-SiMonocrystalline,monoSi,1900,False,True,226.114,0.002,3,-15,1.121,-0.0002677,5.678585047346954,7.362668637904241e-12,0.68877301308372,209.76299878366663,1.9395599497574294,-0.033138262252364346
147,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN225DA02,225 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,225.0,211.3,,Monocrystalline,Mono-c-Si,1.41,72,1.0,N,5.54,52.4,5.21,43.2,45.8,-0.284,0.047,-0.235,-0.044,-0.24,1.05,40.77,4.22,40.1,Rack,Flat Plate,0.862,1.63,1.0,-0.12314,0.0026038,Mono-c-SiMonocrystalline,monoSi,1900,False,True,225.072,0.002,3,-15,1.121,-0.0002677,5.548559380399609,1.196040784416614e-12,0.6778686236918793,438.7457934662555,1.7979821009518986,1.9520276943940413
148,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN225DA02B,225 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,225.0,211.3,,Monocrystalline,Mono-c-Si,1.41,72,1.0,N,5.54,52.4,5.21,43.2,45.8,-0.284,0.047,-0.235,-0.044,-0.24,1.05,40.77,4.22,40.1,Rack,Flat Plate,0.862,1.63,1.0,-0.12314,0.0026038,Mono-c-SiMonocrystalline,monoSi,1900,False,True,225.072,0.002,3,-15,1.121,-0.0002677,5.548559380399609,1.196040784416614e-12,0.6778686236918793,438.7457934662555,1.7979821009518986,1.9520276943940413
149,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN225SA06,225 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,225.0,209.2,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.83,50.6,5.42,41.6,48.3,-0.3,0.002,-0.24,0.0,-0.3,1.08,40.05,4.35,38.7,Rack,Flat Plate,0.798,1.58,1.0,-0.12144,0.0001166,Mono-c-SiMonocrystalline,monoSi,1900,False,True,225.472,0.002,3,-15,1.121,-0.0002677,5.846935372272518,4.313111741808093e-13,0.6748743236968126,232.32541008267265,1.6755020813392636,-7.9688484043748735
